grid,fm,key,kind,algorithm,optimizer,lr,mu,k,sampling,partition,ft,arch,legacy_drop_last,protocol,seed,best_val,acc,bacc,f1,macro,train_macro,rounds,best_round,acc_json,bacc_json,f1_json,n_changed_predictions,acc_shift_pp,recall_LUAD,recall_PAAD
central,CTransPath,936a8147a3b8,central,central-tuned,adam,0.0003,,-1,,project_tss,raw,mlp,False,tuned,4,0.9666666984558105,0.9438567941415785,0.9299506273648692,0.9331389605842964,0.933492249256505,,100.0,23,0.9438567941415785,0.9299506273648692,0.9331389605842964,0,0.0,0.9916666666666667,0.8292682926829268
central,CTransPath,96cdb07bddc8,central,central-tuned,sgd,0.003,,-1,,project_tss,raw,mlp,False,tuned,0,0.9666666984558105,0.9373474369406021,0.9309349847058539,0.9268165547569124,0.9281454744782661,,258.0,208,0.9373474369406021,0.9309349847058539,0.9268165547569124,0,0.0,1.0,0.926829268292683
central,CTransPath,9c3e38849207,central,central-tuned,sgd,0.03,,-1,,project_tss,raw,mlp,False,tuned,0,0.9733333587646484,0.9446704637917006,0.9394800167230652,0.934901216117447,0.9326960698388304,,126.0,76,0.9446704637917006,0.9394800167230652,0.934901216117447,0,0.0,0.9916666666666667,0.926829268292683
central,CTransPath,9cf9efafc57e,central,central-tuned,adam,0.0001,,-1,,project_tss,raw,mlp,False,tuned,2,0.9711111187934875,0.9536208299430431,0.9476782605385752,0.9453250315615206,0.9410593835759757,,109.0,59,0.9536208299430431,0.9476782605385752,0.9453250315615206,0,0.0,1.0,0.975609756097561
central,CTransPath,ab96626ab33f,central,central-tuned,adam,0.0001,,-1,,project_tss,raw,mlp,False,tuned,3,0.9688889384269714,0.9454841334418226,0.937979909053435,0.9367894239555832,0.9362939200098891,,112.0,62,0.9454841334418226,0.937979909053435,0.9367894239555832,0,0.0,1.0,0.9512195121951219
central,CTransPath,ac937c1257bc,central,central-tuned,adam,0.001,,-1,,project_tss,raw,mlp,False,tuned,2,0.9688889384269714,0.9487388120423108,0.9439372171146224,0.9429485853278303,0.9422529400333138,,178.0,128,0.9487388120423108,0.9439372171146224,0.9429485853278303,0,0.0,1.0,0.926829268292683
central,CTransPath,b3cae9fc6289,central,central-tuned,adam,0.0003,,-1,,project_tss,raw,mlp,False,tuned,1,0.9711111187934875,0.9438567941415785,0.9369069715984648,0.9343144127981962,0.9371777372900781,,128.0,78,0.9438567941415785,0.9369069715984648,0.9343144127981962,0,0.0,0.9916666666666667,0.9024390243902439
central,CTransPath,b53df6c53ce7,central,central-tuned,adam,0.001,,-1,,project_tss,raw,mlp,False,tuned,0,0.9600000381469727,0.9479251423921887,0.9432571254926417,0.9412043647723327,0.9413378405522521,,110.0,60,0.9479251423921887,0.9432571254926417,0.9412043647723327,0,0.0,1.0,0.975609756097561
central,CTransPath,bb8f0621dd96,central,central-tuned,sgd,0.1,,-1,,project_tss,raw,mlp,False,tuned,4,0.9466667175292969,0.9145646867371847,0.9015241910579641,0.8911483145944824,0.8956736529719047,,100.0,48,0.9145646867371847,0.9015241910579641,0.8911483145944824,0,0.0,0.9833333333333333,0.8292682926829268
central,CTransPath,bee45bc5848a,central,central-tuned,sgd,0.03,,-1,,project_tss,raw,mlp,False,tuned,3,0.9755555987358093,0.9487388120423108,0.9375718843935198,0.9368902125046312,0.9367129324616119,,172.0,122,0.9487388120423108,0.9375718843935198,0.9368902125046312,0,0.0,0.9916666666666667,0.8780487804878049
central,CTransPath,c13bc58a7397,central,central-legacy,adam,0.0003,,-1,,project_tss,raw,mlp,False,legacy,1,-1.0,0.9536208299430431,0.9510963038117354,0.9482334218907281,0.9460256189572743,,300.0,0,0.9536208299430431,0.9510963038117354,0.9482334218907281,0,0.0,1.0,0.975609756097561
central,CTransPath,c31271e447b2,central,central-tuned,sgd,0.003,,-1,,project_tss,raw,mlp,False,tuned,2,0.9711111187934875,0.9381611065907242,0.9317641126668621,0.9277681882244493,0.9224660163455369,,246.0,196,0.9381611065907242,0.9317641126668621,0.9277681882244493,0,0.0,1.0,0.926829268292683
central,CTransPath,c43ab54f11ae,central,central-tuned,sgd,0.01,,-1,,project_tss,raw,mlp,False,tuned,3,0.9711111187934875,0.9454841334418226,0.9401071416801687,0.9376552687796494,0.9364742274721282,,175.0,125,0.9454841334418226,0.9401071416801687,0.9376552687796494,0,0.0,1.0,0.9512195121951219
central,CTransPath,c5e46ab09666,central,central-tuned,adam,0.0003,,-1,,project_tss,raw,mlp,False,tuned,3,0.9666666984558105,0.9438567941415785,0.9327263604382908,0.9326706488046285,0.9360572220706991,,101.0,51,0.9438567941415785,0.9327263604382908,0.9326706488046285,0,0.0,1.0,0.9024390243902439
central,CTransPath,c61d9364cfff,central,central-tuned,sgd,0.1,,-1,,project_tss,raw,mlp,False,tuned,0,0.9555555582046509,0.9308380797396257,0.9216170244010515,0.9159144466002169,0.9136318468805263,,129.0,79,0.9308380797396257,0.9216170244010515,0.9159144466002169,0,0.0,0.9916666666666667,0.926829268292683
central,CTransPath,c8c38f18a340,central,central-legacy,adam,0.0003,,-1,,project_tss,raw,mlp,False,legacy,4,-1.0,0.9389747762408462,0.9277511620542255,0.9206394650988403,0.9263101063730766,,300.0,0,0.9389747762408462,0.9277511620542255,0.9206394650988403,0,0.0,0.95,0.926829268292683
central,CTransPath,d026cfc876be,central,central-tuned,adam,0.0001,,-1,,project_tss,raw,mlp,False,tuned,0,0.9711111187934875,0.9446704637917006,0.9376408795319777,0.9366834074361746,0.9341720658631129,,107.0,57,0.9446704637917006,0.9376408795319777,0.9366834074361746,0,0.0,1.0,0.926829268292683
central,CTransPath,d2519380badc,central,central-tuned,sgd,0.003,,-1,,project_tss,raw,mlp,False,tuned,3,0.9644444584846497,0.9406021155410903,0.9390905372536833,0.9306297321864465,0.9298951771236073,,233.0,183,0.9406021155410903,0.9390905372536833,0.9306297321864465,0,0.0,0.9916666666666667,0.926829268292683
