fm,mu,n,val,acc,acc_sd,bacc,bacc_sd,f1,f1_sd,macro,macro_sd,train_macro,rounds,best_round,total_steps,n_params,keys,selected
Phikon_v2,0.001,5,0.9195555806159973,0.8982912937347436,0.07224268527119505,0.8607338009979036,0.12154131480220466,0.8736867400150944,0.11985058611241162,0.8648244837968564,0.10949194856263587,0.8648244837968564,336.0,286.0,10390.4,4328457,345cb4245b5e;356459dfb077;590f1d662e1d;7331b1771fb5;f492a4e01b33,False
Phikon_v2,0.01,5,0.9155555844306946,0.8867371847030107,0.0832440124194403,0.8346774514791484,0.14761807639720465,0.8463945236237915,0.1468481629096299,0.8490030232196981,0.12495433198606914,0.8490030232196981,315.6,265.6,9751.8,4328457,3161a909ff1b;432d7850ca0d;53e2821f31c1;6fb26627e29b;c72b75ed9602,False
Phikon_v2,0.1,5,0.9671111345291138,0.9454841334418227,0.0023722342940786403,0.9408318161042745,0.004441550326132122,0.9445743122627231,0.0025288567305637444,0.9420500873304611,0.002632691777436942,0.9420500873304611,425.8,375.8,13148.2,4328457,337d03862437;46d5e8237983;54ddfd3b35da;72290813eea6;ee426e430c1d,True
Phikon_v2,1.0,5,0.946666669845581,0.9223759153783565,0.04908593250085592,0.9092830458956224,0.07163060874695333,0.9151697559540384,0.05927460610808949,0.9152127498634248,0.07036943993131747,0.9152127498634248,363.0,313.0,11208.0,4328457,0f63cc1a3d4b;5b14bed1724d;dc0a8a29815b;e2056d9e1163;f48b48a8a37c,False
ResNet50,0.001,5,0.360444450378418,0.3213995117982099,0.047220888945636794,0.14024280836967176,0.03380186244396254,0.08028838198831204,0.030944432839956345,0.21951544309342022,0.042942738443564485,0.21951544309342022,112.0,41.8,3444.8,4328457,04043f16af92;3e1bc8475a15;936949b43408;ca4eb7a1be2a;e9c2369013d2,False
ResNet50,0.01,5,0.36088889837265015,0.32986167615947926,0.04948222114205098,0.1516050880779734,0.03802760238727057,0.08624104691315797,0.034269616796426004,0.2285942967019945,0.04574983127066915,0.2285942967019945,103.0,34.6,3183.8,4328457,878703b5524f;a6d0e02a35c4;b5a842dbbac0;dfd9b91dd737;e51433dfe1ab,False
ResNet50,0.1,5,0.43777779340744016,0.4252237591537836,0.01125396608756394,0.21039434810533075,0.008098116242567911,0.13227601139125947,0.0045845254308697824,0.31572667379377967,0.008942870495697516,0.31572667379377967,159.0,107.4,4913.8,4328457,0b74b1676a6d;30d8463870dc;3de4c06e6478;bbf78dce98d2;ed23c8a8cb16,False
ResNet50,1.0,5,0.4831111192703247,0.45907241659886094,0.05793190771911589,0.24194790333730457,0.04004150451893518,0.17527650881052084,0.04149087163308574,0.32642665647274777,0.05213009054866817,0.32642665647274777,137.2,84.4,4229.4,4328457,0dbd5ad4a910;60b632ed6976;825fedc93963;e27a00edeece;e9b0540e4292,True
UNI_v2,0.001,5,0.8755555629730225,0.8437754271765663,0.03736241325929656,0.7548770860823678,0.057839845807104336,0.755388596280304,0.06497307364991156,0.8048160296463296,0.046931355245832605,0.8048160296463296,270.4,220.4,8372.4,6425609,1ef6099a08bd;3708e39faff6;7a3309eac3f2;821a93b6364d;d666d11548b5,False
UNI_v2,0.01,5,0.8746666789054871,0.8470301057770545,0.04934958414029594,0.7611885855896715,0.0801714038852239,0.7593981192610955,0.0866862834414626,0.8086102736144547,0.06380189502531473,0.8086102736144547,284.4,234.4,8800.6,6425609,05649fcd3a0b;3640e6c45e9f;4ff0a8508e13;d9fd4a73bca1;ef42a9a1c1a4,False
UNI_v2,0.1,5,0.9035555839538574,0.8753458096013018,0.03177689913196004,0.8139198559452533,0.06485763874272885,0.8194670522011682,0.07628223286700116,0.8474348052250168,0.04367412581310596,0.8474348052250168,300.2,250.2,9289.6,6425609,12fe0e58cfdf;3ba348b0016f;727f68e9f20a;7e64c173035b;ccbc73c54a7a,False
UNI_v2,1.0,5,0.9106666803359985,0.8882017900732302,0.03723638941553186,0.8523304967529807,0.06801896812852604,0.849168110058298,0.0790157246151706,0.8801547884960739,0.05175963030418949,0.8801547884960739,314.2,264.2,9697.8,6425609,353072a6e938;3baad64fabc2;520b3aecbe19;8bb70da03ebb;ea5f6acc2fbe,True
Virchow2,0.001,5,0.9066667079925537,0.8755085435313262,0.037693197142068265,0.8513531623455475,0.062388846175101126,0.8438920485215254,0.07451238791628018,0.8603639584476964,0.04420626707606606,0.8603639584476964,210.6,160.6,6534.4,10619913,09b083bcc680;0b3668a85d16;354380948ba4;6cf866b64bb5;aa8bf74217fd,False
Virchow2,0.01,5,0.928000009059906,0.9008950366151343,0.015802796922779788,0.8891426746471695,0.019832454095732772,0.8871651103755436,0.020646342224528557,0.8886584953179442,0.017859249553524515,0.8886584953179442,273.2,223.2,8486.0,10619913,0a193deaeab9;0f79337e2ef8;3b6fbe47a777;5c0f47490940;7608fdc20f0d,True
