fm,slides,sec,sec_per_slide
conch_v15,414.0,21425.0,51.7512077294686
ctranspath,414.0,2859.0,6.905797101449275
midnight12k,170.0,13853.0,81.48823529411764
phikon_v2,170.0,2951.0,17.358823529411765
resnet50,244.0,99.0,0.4057377049180328
uni_v2,170.0,2563.0,15.076470588235294
virchow2,414.0,13273.0,32.06038647342995
