optimizer,fm,algorithm,client,cancer,n_train,acc
adam,CTransPath,FedAvg,TCGA-LUAD_05,LUAD,16,0.06666666666666667
adam,CTransPath,FedAvg,TCGA-PAAD_2J,PAAD,11,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_38,LUAD,7,0.0
adam,CTransPath,FedAvg,TCGA-PAAD_3A,PAAD,11,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_44,LUAD,31,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_49,LUAD,47,0.01818181818181818
adam,CTransPath,FedAvg,TCGA-LUAD_50,LUAD,12,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_55,LUAD,63,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_64,LUAD,8,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_69,LUAD,10,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_73,LUAD,8,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_75,LUAD,11,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_78,LUAD,21,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_86,LUAD,23,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_95,LUAD,7,0.0
adam,CTransPath,FedAvg,TCGA-LUAD_97,LUAD,16,0.0
adam,CTransPath,FedAvg,TCGA-BRCA_A1,BRCA,18,1.0
adam,CTransPath,FedAvg,TCGA-BRCA_A2,BRCA,116,0.9894736842105264
adam,CTransPath,FedAvg,TCGA-COAD_A6,COAD,76,0.7500000000000001
adam,CTransPath,FedAvg,TCGA-BRCA_A7,BRCA,47,0.8454545454545455
adam,CTransPath,FedAvg,TCGA-BRCA_A8,BRCA,116,0.9944444444444445
adam,CTransPath,FedAvg,TCGA-COAD_AA,COAD,255,0.8518518518518519
adam,CTransPath,FedAvg,TCGA-BRCA_AC,BRCA,35,0.7076923076923076
adam,CTransPath,FedAvg,TCGA-COAD_AD,COAD,12,0.8
adam,CTransPath,FedAvg,TCGA-BRCA_AN,BRCA,54,1.0
adam,CTransPath,FedAvg,TCGA-BRCA_AO,BRCA,59,0.9714285714285715
adam,CTransPath,FedAvg,TCGA-BRCA_AQ,BRCA,9,0.95
adam,CTransPath,FedAvg,TCGA-BRCA_AR,BRCA,58,0.95
adam,CTransPath,FedAvg,TCGA-COAD_AY,COAD,10,1.0
adam,CTransPath,FedAvg,TCGA-COAD_AZ,COAD,26,0.72
adam,CTransPath,FedAvg,TCGA-BRCA_B6,BRCA,68,0.9391304347826086
adam,CTransPath,FedAvg,TCGA-HNSC_BA,HNSC,21,0.2571428571428571
adam,CTransPath,FedAvg,TCGA-HNSC_BB,HNSC,14,0.2
adam,CTransPath,FedAvg,TCGA-SKCM_BF,SKCM,13,0.0
adam,CTransPath,FedAvg,TCGA-BRCA_BH,BRCA,160,1.0
adam,CTransPath,FedAvg,TCGA-STAD_BR,STAD,161,0.4625
adam,CTransPath,FedAvg,TCGA-CESC_C5,CESC,43,0.0
adam,CTransPath,FedAvg,TCGA-BRCA_C8,BRCA,46,1.0
adam,CTransPath,FedAvg,TCGA-COAD_CA,COAD,13,0.3
adam,CTransPath,FedAvg,TCGA-STAD_CD,STAD,35,0.38181818181818183
adam,CTransPath,FedAvg,TCGA-STAD_CG,STAD,56,0.2
adam,CTransPath,FedAvg,TCGA-COAD_CK,COAD,15,0.6857142857142857
adam,CTransPath,FedAvg,TCGA-COAD_CM,COAD,48,0.7555555555555558
adam,CTransPath,FedAvg,TCGA-HNSC_CN,HNSC,42,0.4
adam,CTransPath,FedAvg,TCGA-HNSC_CQ,HNSC,26,0.3333333333333333
adam,CTransPath,FedAvg,TCGA-LGG_CS,LGG,14,0.95
adam,CTransPath,FedAvg,TCGA-HNSC_CV,HNSC,94,0.2571428571428571
adam,CTransPath,FedAvg,TCGA-COAD_D5,COAD,37,0.9800000000000001
adam,CTransPath,FedAvg,TCGA-HNSC_D6,HNSC,20,0.3
adam,CTransPath,FedAvg,TCGA-STAD_D7,STAD,41,0.31428571428571433
adam,CTransPath,FedAvg,TCGA-BRCA_D8,BRCA,59,0.9882352941176471
adam,CTransPath,FedAvg,TCGA-SKCM_D9,SKCM,8,0.0
adam,CTransPath,FedAvg,TCGA-SKCM_DA,SKCM,16,0.0
adam,CTransPath,FedAvg,TCGA-LGG_DB,LGG,38,1.0
adam,CTransPath,FedAvg,TCGA-LGG_DH,LGG,10,1.0
adam,CTransPath,FedAvg,TCGA-COAD_DM,COAD,17,0.275
adam,CTransPath,FedAvg,TCGA-HNSC_DQ,HNSC,10,0.15
adam,CTransPath,FedAvg,TCGA-CESC_DS,CESC,7,0.0
adam,CTransPath,FedAvg,TCGA-LGG_DU,LGG,60,0.9555555555555555
adam,CTransPath,FedAvg,TCGA-LGG_E1,LGG,15,1.0
adam,CTransPath,FedAvg,TCGA-BRCA_E2,BRCA,70,1.0
adam,CTransPath,FedAvg,TCGA-BRCA_E9,BRCA,44,0.9846153846153847
adam,CTransPath,FedAvg,TCGA-CESC_EA,CESC,18,0.0
adam,CTransPath,FedAvg,TCGA-SKCM_EB,SKCM,32,0.0
adam,CTransPath,FedAvg,TCGA-SKCM_EE,SKCM,60,0.0
adam,CTransPath,FedAvg,TCGA-SKCM_ER,SKCM,27,0.0
adam,CTransPath,FedAvg,TCGA-BRCA_EW,BRCA,30,0.9777777777777779
adam,CTransPath,FedAvg,TCGA-COAD_F4,COAD,21,0.45
adam,CTransPath,FedAvg,TCGA-HNSC_F7,HNSC,9,0.26666666666666666
adam,CTransPath,FedAvg,TCGA-PAAD_FB,PAAD,11,0.0
adam,CTransPath,FedAvg,TCGA-LGG_FG,LGG,46,1.0
adam,CTransPath,FedAvg,TCGA-STAD_FP,STAD,9,0.13333333333333333
adam,CTransPath,FedAvg,TCGA-SKCM_FR,SKCM,7,0.0
adam,CTransPath,FedAvg,TCGA-CESC_FU,CESC,10,0.0
adam,CTransPath,FedAvg,TCGA-COAD_G4,COAD,33,0.6000000000000001
adam,CTransPath,FedAvg,TCGA-BRCA_GM,BRCA,14,1.0
adam,CTransPath,FedAvg,TCGA-SKCM_GN,SKCM,7,0.0
adam,CTransPath,FedAvg,TCGA-HNSC_HD,HNSC,10,0.2
adam,CTransPath,FedAvg,TCGA-STAD_HF,STAD,7,0.15
adam,CTransPath,FedAvg,TCGA-LGG_HT,LGG,207,0.960655737704918
adam,CTransPath,FedAvg,TCGA-STAD_HU,STAD,26,0.2
adam,CTransPath,FedAvg,TCGA-LGG_HW,LGG,10,1.0
adam,CTransPath,FedAvg,TCGA-PAAD_HZ,PAAD,21,0.0
adam,CTransPath,FedAvg,TCGA-PAAD_IB,PAAD,27,0.0
adam,CTransPath,FedAvg,TCGA-STAD_IN,STAD,13,0.4666666666666667
adam,CTransPath,FedAvg,TCGA-HNSC_IQ,HNSC,9,0.4
adam,CTransPath,FedAvg,TCGA-BRCA_LL,BRCA,13,0.96
adam,CTransPath,FedAvg,TCGA-LUAD_MP,LUAD,13,0.0
adam,CTransPath,FedAvg,TCGA-CESC_MY,CESC,7,0.0
adam,CTransPath,FedAvg,TCGA-BRCA_OL,BRCA,16,1.0
adam,CTransPath,FedAvg,TCGA-HNSC_P3,HNSC,10,0.35
adam,CTransPath,FedAvg,TCGA-LGG_P5,LGG,9,1.0
adam,CTransPath,FedAvg,TCGA-CESC_Q1,CESC,7,0.0
adam,CTransPath,FedAvg,TCGA-LGG_QH,LGG,14,1.0
adam,CTransPath,FedAvg,TCGA-HNSC_QK,HNSC,15,0.32
adam,CTransPath,FedAvg,TCGA-LGG_R8,LGG,16,1.0
adam,CTransPath,FedAvg,TCGA-STAD_RD,STAD,9,0.25
adam,CTransPath,FedAvg,TCGA-BRCA_S3,BRCA,7,1.0
adam,CTransPath,FedAvg,TCGA-LGG_S9,LGG,33,0.9818181818181818
adam,CTransPath,FedAvg,TCGA-LGG_TM,LGG,17,0.975
adam,CTransPath,FedAvg,TCGA-LGG_TQ,LGG,12,1.0
adam,CTransPath,FedAvg,TCGA-HNSC_UF,HNSC,12,0.32
adam,CTransPath,FedAvg,TCGA-LGG_VM,LGG,43,1.0
adam,CTransPath,FedAvg,TCGA-STAD_VQ,STAD,46,0.13333333333333336
adam,CTransPath,FedAvg,TCGA-CESC_VS,CESC,37,0.0
adam,CTransPath,FedAvg,TCGA-PAAD_XD,PAAD,4,0.0
adam,CTransPath,FedAvg,TCGA-CESC_ZJ,CESC,11,0.0
adam,CTransPath,FedBN,TCGA-LUAD_05,LUAD,16,0.0
adam,CTransPath,FedBN,TCGA-PAAD_2J,PAAD,11,0.0
adam,CTransPath,FedBN,TCGA-LUAD_38,LUAD,7,0.0
adam,CTransPath,FedBN,TCGA-PAAD_3A,PAAD,11,0.0
adam,CTransPath,FedBN,TCGA-LUAD_44,LUAD,31,0.0
adam,CTransPath,FedBN,TCGA-LUAD_49,LUAD,47,0.0
adam,CTransPath,FedBN,TCGA-LUAD_50,LUAD,12,0.0
adam,CTransPath,FedBN,TCGA-LUAD_55,LUAD,63,0.0
adam,CTransPath,FedBN,TCGA-LUAD_64,LUAD,8,0.0
adam,CTransPath,FedBN,TCGA-LUAD_69,LUAD,10,0.0
adam,CTransPath,FedBN,TCGA-LUAD_73,LUAD,8,0.0
adam,CTransPath,FedBN,TCGA-LUAD_75,LUAD,11,0.0
adam,CTransPath,FedBN,TCGA-LUAD_78,LUAD,21,0.0
adam,CTransPath,FedBN,TCGA-LUAD_86,LUAD,23,0.0
adam,CTransPath,FedBN,TCGA-LUAD_95,LUAD,7,0.0
adam,CTransPath,FedBN,TCGA-LUAD_97,LUAD,16,0.0
adam,CTransPath,FedBN,TCGA-BRCA_A1,BRCA,18,0.5
adam,CTransPath,FedBN,TCGA-BRCA_A2,BRCA,116,0.5157894736842106
adam,CTransPath,FedBN,TCGA-COAD_A6,COAD,76,0.7333333333333334
adam,CTransPath,FedBN,TCGA-BRCA_A7,BRCA,47,0.36363636363636365
adam,CTransPath,FedBN,TCGA-BRCA_A8,BRCA,116,0.4666666666666667
adam,CTransPath,FedBN,TCGA-COAD_AA,COAD,255,0.7259259259259259
adam,CTransPath,FedBN,TCGA-BRCA_AC,BRCA,35,0.36923076923076925
adam,CTransPath,FedBN,TCGA-COAD_AD,COAD,12,0.55
adam,CTransPath,FedBN,TCGA-BRCA_AN,BRCA,54,0.47058823529411764
adam,CTransPath,FedBN,TCGA-BRCA_AO,BRCA,59,0.5904761904761905
adam,CTransPath,FedBN,TCGA-BRCA_AQ,BRCA,9,0.35
adam,CTransPath,FedBN,TCGA-BRCA_AR,BRCA,58,0.38
adam,CTransPath,FedBN,TCGA-COAD_AY,COAD,10,0.5333333333333333
adam,CTransPath,FedBN,TCGA-COAD_AZ,COAD,26,0.72
adam,CTransPath,FedBN,TCGA-BRCA_B6,BRCA,68,0.49565217391304356
adam,CTransPath,FedBN,TCGA-HNSC_BA,HNSC,21,0.14285714285714285
adam,CTransPath,FedBN,TCGA-HNSC_BB,HNSC,14,0.16
adam,CTransPath,FedBN,TCGA-SKCM_BF,SKCM,13,0.0
adam,CTransPath,FedBN,TCGA-BRCA_BH,BRCA,160,0.6679999999999999
adam,CTransPath,FedBN,TCGA-STAD_BR,STAD,161,0.3125
adam,CTransPath,FedBN,TCGA-CESC_C5,CESC,43,0.03076923076923077
adam,CTransPath,FedBN,TCGA-BRCA_C8,BRCA,46,0.37777777777777777
adam,CTransPath,FedBN,TCGA-COAD_CA,COAD,13,0.4
adam,CTransPath,FedBN,TCGA-STAD_CD,STAD,35,0.16363636363636364
adam,CTransPath,FedBN,TCGA-STAD_CG,STAD,56,0.22222222222222224
adam,CTransPath,FedBN,TCGA-COAD_CK,COAD,15,0.6285714285714287
adam,CTransPath,FedBN,TCGA-COAD_CM,COAD,48,0.47777777777777775
adam,CTransPath,FedBN,TCGA-HNSC_CN,HNSC,42,0.09230769230769231
adam,CTransPath,FedBN,TCGA-HNSC_CQ,HNSC,26,0.2
adam,CTransPath,FedBN,TCGA-LGG_CS,LGG,14,0.25
adam,CTransPath,FedBN,TCGA-HNSC_CV,HNSC,94,0.12857142857142856
adam,CTransPath,FedBN,TCGA-COAD_D5,COAD,37,0.86
adam,CTransPath,FedBN,TCGA-HNSC_D6,HNSC,20,0.13333333333333333
adam,CTransPath,FedBN,TCGA-STAD_D7,STAD,41,0.07142857142857142
adam,CTransPath,FedBN,TCGA-BRCA_D8,BRCA,59,0.49411764705882355
adam,CTransPath,FedBN,TCGA-SKCM_D9,SKCM,8,0.0
adam,CTransPath,FedBN,TCGA-SKCM_DA,SKCM,16,0.0
adam,CTransPath,FedBN,TCGA-LGG_DB,LGG,38,0.3
adam,CTransPath,FedBN,TCGA-LGG_DH,LGG,10,0.35
adam,CTransPath,FedBN,TCGA-COAD_DM,COAD,17,0.3
adam,CTransPath,FedBN,TCGA-HNSC_DQ,HNSC,10,0.1
adam,CTransPath,FedBN,TCGA-CESC_DS,CESC,7,0.13333333333333333
adam,CTransPath,FedBN,TCGA-LGG_DU,LGG,60,0.28888888888888886
adam,CTransPath,FedBN,TCGA-LGG_E1,LGG,15,0.4
adam,CTransPath,FedBN,TCGA-BRCA_E2,BRCA,70,0.48571428571428577
adam,CTransPath,FedBN,TCGA-BRCA_E9,BRCA,44,0.5538461538461539
adam,CTransPath,FedBN,TCGA-CESC_EA,CESC,18,0.03333333333333333
adam,CTransPath,FedBN,TCGA-SKCM_EB,SKCM,32,0.0
adam,CTransPath,FedBN,TCGA-SKCM_EE,SKCM,60,0.0
adam,CTransPath,FedBN,TCGA-SKCM_ER,SKCM,27,0.0
adam,CTransPath,FedBN,TCGA-BRCA_EW,BRCA,30,0.4666666666666666
adam,CTransPath,FedBN,TCGA-COAD_F4,COAD,21,0.5
adam,CTransPath,FedBN,TCGA-HNSC_F7,HNSC,9,0.2
adam,CTransPath,FedBN,TCGA-PAAD_FB,PAAD,11,0.0
adam,CTransPath,FedBN,TCGA-LGG_FG,LGG,46,0.5
adam,CTransPath,FedBN,TCGA-STAD_FP,STAD,9,0.3333333333333333
adam,CTransPath,FedBN,TCGA-SKCM_FR,SKCM,7,0.0
adam,CTransPath,FedBN,TCGA-CESC_FU,CESC,10,0.1
adam,CTransPath,FedBN,TCGA-COAD_G4,COAD,33,0.5384615384615385
adam,CTransPath,FedBN,TCGA-BRCA_GM,BRCA,14,0.6
adam,CTransPath,FedBN,TCGA-SKCM_GN,SKCM,7,0.0
adam,CTransPath,FedBN,TCGA-HNSC_HD,HNSC,10,0.2
adam,CTransPath,FedBN,TCGA-STAD_HF,STAD,7,0.3
adam,CTransPath,FedBN,TCGA-LGG_HT,LGG,207,0.5508196721311476
adam,CTransPath,FedBN,TCGA-STAD_HU,STAD,26,0.075
adam,CTransPath,FedBN,TCGA-LGG_HW,LGG,10,0.25
adam,CTransPath,FedBN,TCGA-PAAD_HZ,PAAD,21,0.0
adam,CTransPath,FedBN,TCGA-PAAD_IB,PAAD,27,0.02222222222222222
adam,CTransPath,FedBN,TCGA-STAD_IN,STAD,13,0.2
adam,CTransPath,FedBN,TCGA-HNSC_IQ,HNSC,9,0.0
adam,CTransPath,FedBN,TCGA-BRCA_LL,BRCA,13,0.12
adam,CTransPath,FedBN,TCGA-LUAD_MP,LUAD,13,0.0
adam,CTransPath,FedBN,TCGA-CESC_MY,CESC,7,0.08
adam,CTransPath,FedBN,TCGA-BRCA_OL,BRCA,16,0.28
adam,CTransPath,FedBN,TCGA-HNSC_P3,HNSC,10,0.2
adam,CTransPath,FedBN,TCGA-LGG_P5,LGG,9,0.2
adam,CTransPath,FedBN,TCGA-CESC_Q1,CESC,7,0.2
adam,CTransPath,FedBN,TCGA-LGG_QH,LGG,14,0.24
adam,CTransPath,FedBN,TCGA-HNSC_QK,HNSC,15,0.12
adam,CTransPath,FedBN,TCGA-LGG_R8,LGG,16,0.36363636363636365
adam,CTransPath,FedBN,TCGA-STAD_RD,STAD,9,0.1
adam,CTransPath,FedBN,TCGA-BRCA_S3,BRCA,7,0.4
adam,CTransPath,FedBN,TCGA-LGG_S9,LGG,33,0.27272727272727276
adam,CTransPath,FedBN,TCGA-LGG_TM,LGG,17,0.375
adam,CTransPath,FedBN,TCGA-LGG_TQ,LGG,12,0.16
adam,CTransPath,FedBN,TCGA-HNSC_UF,HNSC,12,0.16
adam,CTransPath,FedBN,TCGA-LGG_VM,LGG,43,0.16296296296296295
adam,CTransPath,FedBN,TCGA-STAD_VQ,STAD,46,0.14666666666666667
adam,CTransPath,FedBN,TCGA-CESC_VS,CESC,37,0.08333333333333334
adam,CTransPath,FedBN,TCGA-PAAD_XD,PAAD,4,0.0
adam,CTransPath,FedBN,TCGA-CESC_ZJ,CESC,11,0.05
adam,CTransPath,FedProx,TCGA-LUAD_05,LUAD,16,0.06666666666666667
adam,CTransPath,FedProx,TCGA-PAAD_2J,PAAD,11,0.0
adam,CTransPath,FedProx,TCGA-LUAD_38,LUAD,7,0.0
adam,CTransPath,FedProx,TCGA-PAAD_3A,PAAD,11,0.0
adam,CTransPath,FedProx,TCGA-LUAD_44,LUAD,31,0.02
adam,CTransPath,FedProx,TCGA-LUAD_49,LUAD,47,0.04242424242424243
adam,CTransPath,FedProx,TCGA-LUAD_50,LUAD,12,0.0
adam,CTransPath,FedProx,TCGA-LUAD_55,LUAD,63,0.031578947368421054
adam,CTransPath,FedProx,TCGA-LUAD_64,LUAD,8,0.06666666666666667
adam,CTransPath,FedProx,TCGA-LUAD_69,LUAD,10,0.0
adam,CTransPath,FedProx,TCGA-LUAD_73,LUAD,8,0.0
adam,CTransPath,FedProx,TCGA-LUAD_75,LUAD,11,0.0
adam,CTransPath,FedProx,TCGA-LUAD_78,LUAD,21,0.0
adam,CTransPath,FedProx,TCGA-LUAD_86,LUAD,23,0.0
adam,CTransPath,FedProx,TCGA-LUAD_95,LUAD,7,0.0
adam,CTransPath,FedProx,TCGA-LUAD_97,LUAD,16,0.0
adam,CTransPath,FedProx,TCGA-BRCA_A1,BRCA,18,1.0
adam,CTransPath,FedProx,TCGA-BRCA_A2,BRCA,116,1.0
adam,CTransPath,FedProx,TCGA-COAD_A6,COAD,76,0.8333333333333334
adam,CTransPath,FedProx,TCGA-BRCA_A7,BRCA,47,0.8363636363636363
adam,CTransPath,FedProx,TCGA-BRCA_A8,BRCA,116,1.0
adam,CTransPath,FedProx,TCGA-COAD_AA,COAD,255,0.8839506172839506
adam,CTransPath,FedProx,TCGA-BRCA_AC,BRCA,35,0.6615384615384615
adam,CTransPath,FedProx,TCGA-COAD_AD,COAD,12,1.0
adam,CTransPath,FedProx,TCGA-BRCA_AN,BRCA,54,1.0
adam,CTransPath,FedProx,TCGA-BRCA_AO,BRCA,59,0.9904761904761905
adam,CTransPath,FedProx,TCGA-BRCA_AQ,BRCA,9,1.0
adam,CTransPath,FedProx,TCGA-BRCA_AR,BRCA,58,0.97
adam,CTransPath,FedProx,TCGA-COAD_AY,COAD,10,1.0
adam,CTransPath,FedProx,TCGA-COAD_AZ,COAD,26,0.8800000000000001
adam,CTransPath,FedProx,TCGA-BRCA_B6,BRCA,68,0.9304347826086957
adam,CTransPath,FedProx,TCGA-HNSC_BA,HNSC,21,0.2857142857142857
adam,CTransPath,FedProx,TCGA-HNSC_BB,HNSC,14,0.24
adam,CTransPath,FedProx,TCGA-SKCM_BF,SKCM,13,0.0
adam,CTransPath,FedProx,TCGA-BRCA_BH,BRCA,160,1.0
adam,CTransPath,FedProx,TCGA-STAD_BR,STAD,161,0.4291666666666667
adam,CTransPath,FedProx,TCGA-CESC_C5,CESC,43,0.0
adam,CTransPath,FedProx,TCGA-BRCA_C8,BRCA,46,1.0
adam,CTransPath,FedProx,TCGA-COAD_CA,COAD,13,0.4
adam,CTransPath,FedProx,TCGA-STAD_CD,STAD,35,0.32727272727272727
adam,CTransPath,FedProx,TCGA-STAD_CG,STAD,56,0.05555555555555556
adam,CTransPath,FedProx,TCGA-COAD_CK,COAD,15,0.7714285714285715
adam,CTransPath,FedProx,TCGA-COAD_CM,COAD,48,0.8777777777777779
adam,CTransPath,FedProx,TCGA-HNSC_CN,HNSC,42,0.38461538461538464
adam,CTransPath,FedProx,TCGA-HNSC_CQ,HNSC,26,0.37777777777777777
adam,CTransPath,FedProx,TCGA-LGG_CS,LGG,14,0.95
adam,CTransPath,FedProx,TCGA-HNSC_CV,HNSC,94,0.26428571428571435
adam,CTransPath,FedProx,TCGA-COAD_D5,COAD,37,1.0
adam,CTransPath,FedProx,TCGA-HNSC_D6,HNSC,20,0.3
adam,CTransPath,FedProx,TCGA-STAD_D7,STAD,41,0.27142857142857146
adam,CTransPath,FedProx,TCGA-BRCA_D8,BRCA,59,0.9764705882352942
adam,CTransPath,FedProx,TCGA-SKCM_D9,SKCM,8,0.0
adam,CTransPath,FedProx,TCGA-SKCM_DA,SKCM,16,0.0
adam,CTransPath,FedProx,TCGA-LGG_DB,LGG,38,1.0
adam,CTransPath,FedProx,TCGA-LGG_DH,LGG,10,1.0
adam,CTransPath,FedProx,TCGA-COAD_DM,COAD,17,0.375
adam,CTransPath,FedProx,TCGA-HNSC_DQ,HNSC,10,0.2
adam,CTransPath,FedProx,TCGA-CESC_DS,CESC,7,0.0
adam,CTransPath,FedProx,TCGA-LGG_DU,LGG,60,0.9777777777777779
adam,CTransPath,FedProx,TCGA-LGG_E1,LGG,15,1.0
adam,CTransPath,FedProx,TCGA-BRCA_E2,BRCA,70,1.0
adam,CTransPath,FedProx,TCGA-BRCA_E9,BRCA,44,1.0
adam,CTransPath,FedProx,TCGA-CESC_EA,CESC,18,0.0
adam,CTransPath,FedProx,TCGA-SKCM_EB,SKCM,32,0.0
adam,CTransPath,FedProx,TCGA-SKCM_EE,SKCM,60,0.0
adam,CTransPath,FedProx,TCGA-SKCM_ER,SKCM,27,0.0
adam,CTransPath,FedProx,TCGA-BRCA_EW,BRCA,30,1.0
adam,CTransPath,FedProx,TCGA-COAD_F4,COAD,21,0.6
adam,CTransPath,FedProx,TCGA-HNSC_F7,HNSC,9,0.26666666666666666
adam,CTransPath,FedProx,TCGA-PAAD_FB,PAAD,11,0.0
adam,CTransPath,FedProx,TCGA-LGG_FG,LGG,46,1.0
adam,CTransPath,FedProx,TCGA-STAD_FP,STAD,9,0.06666666666666667
adam,CTransPath,FedProx,TCGA-SKCM_FR,SKCM,7,0.0
adam,CTransPath,FedProx,TCGA-CESC_FU,CESC,10,0.0
adam,CTransPath,FedProx,TCGA-COAD_G4,COAD,33,0.8153846153846154
adam,CTransPath,FedProx,TCGA-BRCA_GM,BRCA,14,1.0
adam,CTransPath,FedProx,TCGA-SKCM_GN,SKCM,7,0.0
adam,CTransPath,FedProx,TCGA-HNSC_HD,HNSC,10,0.3
adam,CTransPath,FedProx,TCGA-STAD_HF,STAD,7,0.0
adam,CTransPath,FedProx,TCGA-LGG_HT,LGG,207,0.9704918032786886
adam,CTransPath,FedProx,TCGA-STAD_HU,STAD,26,0.15
adam,CTransPath,FedProx,TCGA-LGG_HW,LGG,10,1.0
adam,CTransPath,FedProx,TCGA-PAAD_HZ,PAAD,21,0.0
adam,CTransPath,FedProx,TCGA-PAAD_IB,PAAD,27,0.0
adam,CTransPath,FedProx,TCGA-STAD_IN,STAD,13,0.3666666666666666
adam,CTransPath,FedProx,TCGA-HNSC_IQ,HNSC,9,0.4
adam,CTransPath,FedProx,TCGA-BRCA_LL,BRCA,13,0.96
adam,CTransPath,FedProx,TCGA-LUAD_MP,LUAD,13,0.0
adam,CTransPath,FedProx,TCGA-CESC_MY,CESC,7,0.0
adam,CTransPath,FedProx,TCGA-BRCA_OL,BRCA,16,1.0
adam,CTransPath,FedProx,TCGA-HNSC_P3,HNSC,10,0.35
adam,CTransPath,FedProx,TCGA-LGG_P5,LGG,9,1.0
adam,CTransPath,FedProx,TCGA-CESC_Q1,CESC,7,0.0
adam,CTransPath,FedProx,TCGA-LGG_QH,LGG,14,1.0
adam,CTransPath,FedProx,TCGA-HNSC_QK,HNSC,15,0.32
adam,CTransPath,FedProx,TCGA-LGG_R8,LGG,16,1.0
adam,CTransPath,FedProx,TCGA-STAD_RD,STAD,9,0.2
adam,CTransPath,FedProx,TCGA-BRCA_S3,BRCA,7,1.0
adam,CTransPath,FedProx,TCGA-LGG_S9,LGG,33,0.9818181818181818
adam,CTransPath,FedProx,TCGA-LGG_TM,LGG,17,0.975
adam,CTransPath,FedProx,TCGA-LGG_TQ,LGG,12,1.0
adam,CTransPath,FedProx,TCGA-HNSC_UF,HNSC,12,0.32
adam,CTransPath,FedProx,TCGA-LGG_VM,LGG,43,1.0
adam,CTransPath,FedProx,TCGA-STAD_VQ,STAD,46,0.08
adam,CTransPath,FedProx,TCGA-CESC_VS,CESC,37,0.0
adam,CTransPath,FedProx,TCGA-PAAD_XD,PAAD,4,0.0
adam,CTransPath,FedProx,TCGA-CESC_ZJ,CESC,11,0.0
adam,CTransPath,SCAFFOLD,TCGA-LUAD_05,LUAD,16,0.3666666666666667
adam,CTransPath,SCAFFOLD,TCGA-PAAD_2J,PAAD,11,0.0
adam,CTransPath,SCAFFOLD,TCGA-LUAD_38,LUAD,7,0.4
adam,CTransPath,SCAFFOLD,TCGA-PAAD_3A,PAAD,11,0.0
adam,CTransPath,SCAFFOLD,TCGA-LUAD_44,LUAD,31,0.33999999999999997
adam,CTransPath,SCAFFOLD,TCGA-LUAD_49,LUAD,47,0.36363636363636365
adam,CTransPath,SCAFFOLD,TCGA-LUAD_50,LUAD,12,0.37142857142857144
adam,CTransPath,SCAFFOLD,TCGA-LUAD_55,LUAD,63,0.3473684210526316
adam,CTransPath,SCAFFOLD,TCGA-LUAD_64,LUAD,8,0.3333333333333333
adam,CTransPath,SCAFFOLD,TCGA-LUAD_69,LUAD,10,0.4
adam,CTransPath,SCAFFOLD,TCGA-LUAD_73,LUAD,8,0.4
adam,CTransPath,SCAFFOLD,TCGA-LUAD_75,LUAD,11,0.3
adam,CTransPath,SCAFFOLD,TCGA-LUAD_78,LUAD,21,0.3142857142857143
adam,CTransPath,SCAFFOLD,TCGA-LUAD_86,LUAD,23,0.3
adam,CTransPath,SCAFFOLD,TCGA-LUAD_95,LUAD,7,0.3333333333333333
adam,CTransPath,SCAFFOLD,TCGA-LUAD_97,LUAD,16,0.36
adam,CTransPath,SCAFFOLD,TCGA-BRCA_A1,BRCA,18,0.6
adam,CTransPath,SCAFFOLD,TCGA-BRCA_A2,BRCA,116,0.631578947368421
adam,CTransPath,SCAFFOLD,TCGA-COAD_A6,COAD,76,0.25
adam,CTransPath,SCAFFOLD,TCGA-BRCA_A7,BRCA,47,0.48181818181818176
adam,CTransPath,SCAFFOLD,TCGA-BRCA_A8,BRCA,116,0.6888888888888889
adam,CTransPath,SCAFFOLD,TCGA-COAD_AA,COAD,255,0.35802469135802467
adam,CTransPath,SCAFFOLD,TCGA-BRCA_AC,BRCA,35,0.476923076923077
adam,CTransPath,SCAFFOLD,TCGA-COAD_AD,COAD,12,0.15
adam,CTransPath,SCAFFOLD,TCGA-BRCA_AN,BRCA,54,0.6235294117647059
adam,CTransPath,SCAFFOLD,TCGA-BRCA_AO,BRCA,59,0.6476190476190476
adam,CTransPath,SCAFFOLD,TCGA-BRCA_AQ,BRCA,9,0.55
adam,CTransPath,SCAFFOLD,TCGA-BRCA_AR,BRCA,58,0.6599999999999999
adam,CTransPath,SCAFFOLD,TCGA-COAD_AY,COAD,10,0.6
adam,CTransPath,SCAFFOLD,TCGA-COAD_AZ,COAD,26,0.33999999999999997
adam,CTransPath,SCAFFOLD,TCGA-BRCA_B6,BRCA,68,0.6086956521739131
adam,CTransPath,SCAFFOLD,TCGA-HNSC_BA,HNSC,21,0.0
adam,CTransPath,SCAFFOLD,TCGA-HNSC_BB,HNSC,14,0.0
