optimizer,fm,algorithm,client,cancer,n_train,acc
adam,Midnight12k,FedBN,TCGA-LGG_R8,LGG,16,0.32727272727272727
adam,Midnight12k,FedBN,TCGA-STAD_RD,STAD,9,0.0
adam,Midnight12k,FedBN,TCGA-BRCA_S3,BRCA,7,0.3
adam,Midnight12k,FedBN,TCGA-LGG_S9,LGG,33,0.5818181818181818
adam,Midnight12k,FedBN,TCGA-LGG_TM,LGG,17,0.425
adam,Midnight12k,FedBN,TCGA-LGG_TQ,LGG,12,0.48
adam,Midnight12k,FedBN,TCGA-HNSC_UF,HNSC,12,0.0
adam,Midnight12k,FedBN,TCGA-LGG_VM,LGG,43,0.5407407407407407
adam,Midnight12k,FedBN,TCGA-STAD_VQ,STAD,46,0.026666666666666665
adam,Midnight12k,FedBN,TCGA-CESC_VS,CESC,37,0.0
adam,Midnight12k,FedBN,TCGA-PAAD_XD,PAAD,4,0.0
adam,Midnight12k,FedBN,TCGA-CESC_ZJ,CESC,11,0.0
adam,Midnight12k,FedProx,TCGA-LUAD_05,LUAD,16,1.0
adam,Midnight12k,FedProx,TCGA-PAAD_2J,PAAD,11,0.8400000000000001
adam,Midnight12k,FedProx,TCGA-LUAD_38,LUAD,7,1.0
adam,Midnight12k,FedProx,TCGA-PAAD_3A,PAAD,11,0.56
adam,Midnight12k,FedProx,TCGA-LUAD_44,LUAD,31,0.96
adam,Midnight12k,FedProx,TCGA-LUAD_49,LUAD,47,0.9939393939393939
adam,Midnight12k,FedProx,TCGA-LUAD_50,LUAD,12,1.0
adam,Midnight12k,FedProx,TCGA-LUAD_55,LUAD,63,0.968421052631579
adam,Midnight12k,FedProx,TCGA-LUAD_64,LUAD,8,0.7333333333333332
adam,Midnight12k,FedProx,TCGA-LUAD_69,LUAD,10,1.0
adam,Midnight12k,FedProx,TCGA-LUAD_73,LUAD,8,1.0
adam,Midnight12k,FedProx,TCGA-LUAD_75,LUAD,11,0.75
adam,Midnight12k,FedProx,TCGA-LUAD_78,LUAD,21,0.9142857142857143
adam,Midnight12k,FedProx,TCGA-LUAD_86,LUAD,23,0.975
adam,Midnight12k,FedProx,TCGA-LUAD_95,LUAD,7,1.0
adam,Midnight12k,FedProx,TCGA-LUAD_97,LUAD,16,1.0
adam,Midnight12k,FedProx,TCGA-BRCA_A1,BRCA,18,1.0
adam,Midnight12k,FedProx,TCGA-BRCA_A2,BRCA,116,1.0
adam,Midnight12k,FedProx,TCGA-COAD_A6,COAD,76,0.7666666666666666
adam,Midnight12k,FedProx,TCGA-BRCA_A7,BRCA,47,0.8090909090909092
adam,Midnight12k,FedProx,TCGA-BRCA_A8,BRCA,116,0.9944444444444445
adam,Midnight12k,FedProx,TCGA-COAD_AA,COAD,255,0.7333333333333332
adam,Midnight12k,FedProx,TCGA-BRCA_AC,BRCA,35,0.6615384615384615
adam,Midnight12k,FedProx,TCGA-COAD_AD,COAD,12,0.4
adam,Midnight12k,FedProx,TCGA-BRCA_AN,BRCA,54,1.0
adam,Midnight12k,FedProx,TCGA-BRCA_AO,BRCA,59,1.0
adam,Midnight12k,FedProx,TCGA-BRCA_AQ,BRCA,9,1.0
adam,Midnight12k,FedProx,TCGA-BRCA_AR,BRCA,58,0.95
adam,Midnight12k,FedProx,TCGA-COAD_AY,COAD,10,1.0
adam,Midnight12k,FedProx,TCGA-COAD_AZ,COAD,26,0.6199999999999999
adam,Midnight12k,FedProx,TCGA-BRCA_B6,BRCA,68,0.9478260869565217
adam,Midnight12k,FedProx,TCGA-HNSC_BA,HNSC,21,0.5714285714285714
adam,Midnight12k,FedProx,TCGA-HNSC_BB,HNSC,14,0.6
adam,Midnight12k,FedProx,TCGA-SKCM_BF,SKCM,13,0.6
adam,Midnight12k,FedProx,TCGA-BRCA_BH,BRCA,160,0.9879999999999999
adam,Midnight12k,FedProx,TCGA-STAD_BR,STAD,161,0.4958333333333334
adam,Midnight12k,FedProx,TCGA-CESC_C5,CESC,43,0.9384615384615385
adam,Midnight12k,FedProx,TCGA-BRCA_C8,BRCA,46,1.0
adam,Midnight12k,FedProx,TCGA-COAD_CA,COAD,13,0.65
adam,Midnight12k,FedProx,TCGA-STAD_CD,STAD,35,0.5272727272727272
adam,Midnight12k,FedProx,TCGA-STAD_CG,STAD,56,0.12222222222222223
adam,Midnight12k,FedProx,TCGA-COAD_CK,COAD,15,0.6285714285714286
adam,Midnight12k,FedProx,TCGA-COAD_CM,COAD,48,0.6888888888888889
adam,Midnight12k,FedProx,TCGA-HNSC_CN,HNSC,42,0.8615384615384615
adam,Midnight12k,FedProx,TCGA-HNSC_CQ,HNSC,26,1.0
adam,Midnight12k,FedProx,TCGA-LGG_CS,LGG,14,1.0
adam,Midnight12k,FedProx,TCGA-HNSC_CV,HNSC,94,0.9285714285714286
adam,Midnight12k,FedProx,TCGA-COAD_D5,COAD,37,0.7
adam,Midnight12k,FedProx,TCGA-HNSC_D6,HNSC,20,0.9666666666666666
adam,Midnight12k,FedProx,TCGA-STAD_D7,STAD,41,0.45714285714285713
adam,Midnight12k,FedProx,TCGA-BRCA_D8,BRCA,59,0.9647058823529411
adam,Midnight12k,FedProx,TCGA-SKCM_D9,SKCM,8,0.5
adam,Midnight12k,FedProx,TCGA-SKCM_DA,SKCM,16,0.8
adam,Midnight12k,FedProx,TCGA-LGG_DB,LGG,38,1.0
adam,Midnight12k,FedProx,TCGA-LGG_DH,LGG,10,1.0
adam,Midnight12k,FedProx,TCGA-COAD_DM,COAD,17,0.05
adam,Midnight12k,FedProx,TCGA-HNSC_DQ,HNSC,10,0.5
adam,Midnight12k,FedProx,TCGA-CESC_DS,CESC,7,1.0
adam,Midnight12k,FedProx,TCGA-LGG_DU,LGG,60,1.0
adam,Midnight12k,FedProx,TCGA-LGG_E1,LGG,15,1.0
adam,Midnight12k,FedProx,TCGA-BRCA_E2,BRCA,70,0.9904761904761905
adam,Midnight12k,FedProx,TCGA-BRCA_E9,BRCA,44,0.9846153846153847
adam,Midnight12k,FedProx,TCGA-CESC_EA,CESC,18,0.9666666666666668
adam,Midnight12k,FedProx,TCGA-SKCM_EB,SKCM,32,0.8181818181818181
adam,Midnight12k,FedProx,TCGA-SKCM_EE,SKCM,60,0.6105263157894736
adam,Midnight12k,FedProx,TCGA-SKCM_ER,SKCM,27,0.875
adam,Midnight12k,FedProx,TCGA-BRCA_EW,BRCA,30,1.0
adam,Midnight12k,FedProx,TCGA-COAD_F4,COAD,21,0.3
adam,Midnight12k,FedProx,TCGA-HNSC_F7,HNSC,9,1.0
adam,Midnight12k,FedProx,TCGA-PAAD_FB,PAAD,11,0.4
adam,Midnight12k,FedProx,TCGA-LGG_FG,LGG,46,1.0
adam,Midnight12k,FedProx,TCGA-STAD_FP,STAD,9,0.5999999999999999
adam,Midnight12k,FedProx,TCGA-SKCM_FR,SKCM,7,1.0
adam,Midnight12k,FedProx,TCGA-CESC_FU,CESC,10,0.75
adam,Midnight12k,FedProx,TCGA-COAD_G4,COAD,33,0.5384615384615385
adam,Midnight12k,FedProx,TCGA-BRCA_GM,BRCA,14,1.0
adam,Midnight12k,FedProx,TCGA-SKCM_GN,SKCM,7,0.7
adam,Midnight12k,FedProx,TCGA-HNSC_HD,HNSC,10,0.75
adam,Midnight12k,FedProx,TCGA-STAD_HF,STAD,7,0.9
adam,Midnight12k,FedProx,TCGA-LGG_HT,LGG,207,1.0
adam,Midnight12k,FedProx,TCGA-STAD_HU,STAD,26,0.7
adam,Midnight12k,FedProx,TCGA-LGG_HW,LGG,10,1.0
adam,Midnight12k,FedProx,TCGA-PAAD_HZ,PAAD,21,0.6857142857142857
adam,Midnight12k,FedProx,TCGA-PAAD_IB,PAAD,27,0.711111111111111
adam,Midnight12k,FedProx,TCGA-STAD_IN,STAD,13,0.7
adam,Midnight12k,FedProx,TCGA-HNSC_IQ,HNSC,9,1.0
adam,Midnight12k,FedProx,TCGA-BRCA_LL,BRCA,13,0.8800000000000001
adam,Midnight12k,FedProx,TCGA-LUAD_MP,LUAD,13,0.8400000000000001
adam,Midnight12k,FedProx,TCGA-CESC_MY,CESC,7,1.0
adam,Midnight12k,FedProx,TCGA-BRCA_OL,BRCA,16,1.0
adam,Midnight12k,FedProx,TCGA-HNSC_P3,HNSC,10,1.0
adam,Midnight12k,FedProx,TCGA-LGG_P5,LGG,9,1.0
adam,Midnight12k,FedProx,TCGA-CESC_Q1,CESC,7,1.0
adam,Midnight12k,FedProx,TCGA-LGG_QH,LGG,14,1.0
adam,Midnight12k,FedProx,TCGA-HNSC_QK,HNSC,15,0.8
adam,Midnight12k,FedProx,TCGA-LGG_R8,LGG,16,1.0
adam,Midnight12k,FedProx,TCGA-STAD_RD,STAD,9,0.3
adam,Midnight12k,FedProx,TCGA-BRCA_S3,BRCA,7,1.0
adam,Midnight12k,FedProx,TCGA-LGG_S9,LGG,33,1.0
adam,Midnight12k,FedProx,TCGA-LGG_TM,LGG,17,1.0
adam,Midnight12k,FedProx,TCGA-LGG_TQ,LGG,12,1.0
adam,Midnight12k,FedProx,TCGA-HNSC_UF,HNSC,12,0.96
adam,Midnight12k,FedProx,TCGA-LGG_VM,LGG,43,1.0
adam,Midnight12k,FedProx,TCGA-STAD_VQ,STAD,46,0.24
adam,Midnight12k,FedProx,TCGA-CESC_VS,CESC,37,0.75
adam,Midnight12k,FedProx,TCGA-PAAD_XD,PAAD,4,0.38
adam,Midnight12k,FedProx,TCGA-CESC_ZJ,CESC,11,1.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_05,LUAD,16,0.9666666666666668
adam,Midnight12k,SCAFFOLD,TCGA-PAAD_2J,PAAD,11,0.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_38,LUAD,7,0.9333333333333332
adam,Midnight12k,SCAFFOLD,TCGA-PAAD_3A,PAAD,11,0.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_44,LUAD,31,0.96
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_49,LUAD,47,0.9818181818181818
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_50,LUAD,12,1.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_55,LUAD,63,1.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_64,LUAD,8,0.8666666666666666
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_69,LUAD,10,1.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_73,LUAD,8,1.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_75,LUAD,11,0.65
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_78,LUAD,21,0.9428571428571428
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_86,LUAD,23,0.95
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_95,LUAD,7,1.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_97,LUAD,16,1.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_A1,BRCA,18,1.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_A2,BRCA,116,0.9894736842105264
adam,Midnight12k,SCAFFOLD,TCGA-COAD_A6,COAD,76,0.20833333333333331
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_A7,BRCA,47,0.8181818181818181
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_A8,BRCA,116,1.0
adam,Midnight12k,SCAFFOLD,TCGA-COAD_AA,COAD,255,0.21975308641975308
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_AC,BRCA,35,0.7846153846153847
adam,Midnight12k,SCAFFOLD,TCGA-COAD_AD,COAD,12,0.15
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_AN,BRCA,54,1.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_AO,BRCA,59,1.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_AQ,BRCA,9,1.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_AR,BRCA,58,1.0
adam,Midnight12k,SCAFFOLD,TCGA-COAD_AY,COAD,10,0.26666666666666666
adam,Midnight12k,SCAFFOLD,TCGA-COAD_AZ,COAD,26,0.2
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_B6,BRCA,68,0.9826086956521738
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_BA,HNSC,21,0.5428571428571429
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_BB,HNSC,14,0.43999999999999995
adam,Midnight12k,SCAFFOLD,TCGA-SKCM_BF,SKCM,13,0.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_BH,BRCA,160,0.9960000000000001
adam,Midnight12k,SCAFFOLD,TCGA-STAD_BR,STAD,161,0.0
adam,Midnight12k,SCAFFOLD,TCGA-CESC_C5,CESC,43,0.24615384615384617
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_C8,BRCA,46,0.9777777777777779
adam,Midnight12k,SCAFFOLD,TCGA-COAD_CA,COAD,13,0.2
adam,Midnight12k,SCAFFOLD,TCGA-STAD_CD,STAD,35,0.0
adam,Midnight12k,SCAFFOLD,TCGA-STAD_CG,STAD,56,0.0
adam,Midnight12k,SCAFFOLD,TCGA-COAD_CK,COAD,15,0.17142857142857143
adam,Midnight12k,SCAFFOLD,TCGA-COAD_CM,COAD,48,0.22222222222222224
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_CN,HNSC,42,0.7076923076923076
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_CQ,HNSC,26,0.6444444444444445
adam,Midnight12k,SCAFFOLD,TCGA-LGG_CS,LGG,14,0.8
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_CV,HNSC,94,0.6857142857142857
adam,Midnight12k,SCAFFOLD,TCGA-COAD_D5,COAD,37,0.16
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_D6,HNSC,20,0.5666666666666667
adam,Midnight12k,SCAFFOLD,TCGA-STAD_D7,STAD,41,0.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_D8,BRCA,59,0.9882352941176471
adam,Midnight12k,SCAFFOLD,TCGA-SKCM_D9,SKCM,8,0.0
adam,Midnight12k,SCAFFOLD,TCGA-SKCM_DA,SKCM,16,0.0
adam,Midnight12k,SCAFFOLD,TCGA-LGG_DB,LGG,38,0.8
adam,Midnight12k,SCAFFOLD,TCGA-LGG_DH,LGG,10,0.8
adam,Midnight12k,SCAFFOLD,TCGA-COAD_DM,COAD,17,0.025
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_DQ,HNSC,10,0.5
adam,Midnight12k,SCAFFOLD,TCGA-CESC_DS,CESC,7,0.13333333333333333
adam,Midnight12k,SCAFFOLD,TCGA-LGG_DU,LGG,60,0.788888888888889
adam,Midnight12k,SCAFFOLD,TCGA-LGG_E1,LGG,15,0.8
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_E2,BRCA,70,1.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_E9,BRCA,44,1.0
adam,Midnight12k,SCAFFOLD,TCGA-CESC_EA,CESC,18,0.2
adam,Midnight12k,SCAFFOLD,TCGA-SKCM_EB,SKCM,32,0.0
adam,Midnight12k,SCAFFOLD,TCGA-SKCM_EE,SKCM,60,0.0
adam,Midnight12k,SCAFFOLD,TCGA-SKCM_ER,SKCM,27,0.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_EW,BRCA,30,1.0
adam,Midnight12k,SCAFFOLD,TCGA-COAD_F4,COAD,21,0.125
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_F7,HNSC,9,0.8
adam,Midnight12k,SCAFFOLD,TCGA-PAAD_FB,PAAD,11,0.0
adam,Midnight12k,SCAFFOLD,TCGA-LGG_FG,LGG,46,0.8
adam,Midnight12k,SCAFFOLD,TCGA-STAD_FP,STAD,9,0.0
adam,Midnight12k,SCAFFOLD,TCGA-SKCM_FR,SKCM,7,0.0
adam,Midnight12k,SCAFFOLD,TCGA-CESC_FU,CESC,10,0.15
adam,Midnight12k,SCAFFOLD,TCGA-COAD_G4,COAD,33,0.09230769230769231
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_GM,BRCA,14,1.0
adam,Midnight12k,SCAFFOLD,TCGA-SKCM_GN,SKCM,7,0.0
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_HD,HNSC,10,0.65
adam,Midnight12k,SCAFFOLD,TCGA-STAD_HF,STAD,7,0.0
adam,Midnight12k,SCAFFOLD,TCGA-LGG_HT,LGG,207,0.7934426229508197
adam,Midnight12k,SCAFFOLD,TCGA-STAD_HU,STAD,26,0.0
adam,Midnight12k,SCAFFOLD,TCGA-LGG_HW,LGG,10,0.8
adam,Midnight12k,SCAFFOLD,TCGA-PAAD_HZ,PAAD,21,0.0
adam,Midnight12k,SCAFFOLD,TCGA-PAAD_IB,PAAD,27,0.0
adam,Midnight12k,SCAFFOLD,TCGA-STAD_IN,STAD,13,0.0
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_IQ,HNSC,9,0.7333333333333333
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_LL,BRCA,13,1.0
adam,Midnight12k,SCAFFOLD,TCGA-LUAD_MP,LUAD,13,0.8
adam,Midnight12k,SCAFFOLD,TCGA-CESC_MY,CESC,7,0.12
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_OL,BRCA,16,1.0
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_P3,HNSC,10,0.8
adam,Midnight12k,SCAFFOLD,TCGA-LGG_P5,LGG,9,0.8
adam,Midnight12k,SCAFFOLD,TCGA-CESC_Q1,CESC,7,0.2
adam,Midnight12k,SCAFFOLD,TCGA-LGG_QH,LGG,14,0.8
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_QK,HNSC,15,0.56
adam,Midnight12k,SCAFFOLD,TCGA-LGG_R8,LGG,16,0.8
adam,Midnight12k,SCAFFOLD,TCGA-STAD_RD,STAD,9,0.0
adam,Midnight12k,SCAFFOLD,TCGA-BRCA_S3,BRCA,7,1.0
adam,Midnight12k,SCAFFOLD,TCGA-LGG_S9,LGG,33,0.8
adam,Midnight12k,SCAFFOLD,TCGA-LGG_TM,LGG,17,0.8
adam,Midnight12k,SCAFFOLD,TCGA-LGG_TQ,LGG,12,0.8
adam,Midnight12k,SCAFFOLD,TCGA-HNSC_UF,HNSC,12,0.76
adam,Midnight12k,SCAFFOLD,TCGA-LGG_VM,LGG,43,0.8
adam,Midnight12k,SCAFFOLD,TCGA-STAD_VQ,STAD,46,0.0
adam,Midnight12k,SCAFFOLD,TCGA-CESC_VS,CESC,37,0.2
adam,Midnight12k,SCAFFOLD,TCGA-PAAD_XD,PAAD,4,0.0
adam,Midnight12k,SCAFFOLD,TCGA-CESC_ZJ,CESC,11,0.25
adam,Phikon_v2,FedAvg,TCGA-LUAD_05,LUAD,16,0.7666666666666667
adam,Phikon_v2,FedAvg,TCGA-PAAD_2J,PAAD,11,0.4
adam,Phikon_v2,FedAvg,TCGA-LUAD_38,LUAD,7,0.8
adam,Phikon_v2,FedAvg,TCGA-PAAD_3A,PAAD,11,0.5599999999999999
adam,Phikon_v2,FedAvg,TCGA-LUAD_44,LUAD,31,0.7
adam,Phikon_v2,FedAvg,TCGA-LUAD_49,LUAD,47,0.6121212121212121
adam,Phikon_v2,FedAvg,TCGA-LUAD_50,LUAD,12,0.45714285714285713
adam,Phikon_v2,FedAvg,TCGA-LUAD_55,LUAD,63,0.8842105263157893
adam,Phikon_v2,FedAvg,TCGA-LUAD_64,LUAD,8,0.8
adam,Phikon_v2,FedAvg,TCGA-LUAD_69,LUAD,10,0.5
adam,Phikon_v2,FedAvg,TCGA-LUAD_73,LUAD,8,0.5333333333333334
adam,Phikon_v2,FedAvg,TCGA-LUAD_75,LUAD,11,0.5
adam,Phikon_v2,FedAvg,TCGA-LUAD_78,LUAD,21,0.6
adam,Phikon_v2,FedAvg,TCGA-LUAD_86,LUAD,23,0.625
adam,Phikon_v2,FedAvg,TCGA-LUAD_95,LUAD,7,0.4666666666666666
adam,Phikon_v2,FedAvg,TCGA-LUAD_97,LUAD,16,0.48
adam,Phikon_v2,FedAvg,TCGA-BRCA_A1,BRCA,18,1.0
adam,Phikon_v2,FedAvg,TCGA-BRCA_A2,BRCA,116,1.0
adam,Phikon_v2,FedAvg,TCGA-COAD_A6,COAD,76,0.9583333333333334
adam,Phikon_v2,FedAvg,TCGA-BRCA_A7,BRCA,47,0.9545454545454545
adam,Phikon_v2,FedAvg,TCGA-BRCA_A8,BRCA,116,1.0
adam,Phikon_v2,FedAvg,TCGA-COAD_AA,COAD,255,0.9012345679012347
adam,Phikon_v2,FedAvg,TCGA-BRCA_AC,BRCA,35,0.7692307692307692
adam,Phikon_v2,FedAvg,TCGA-COAD_AD,COAD,12,0.9
adam,Phikon_v2,FedAvg,TCGA-BRCA_AN,BRCA,54,1.0
adam,Phikon_v2,FedAvg,TCGA-BRCA_AO,BRCA,59,1.0
adam,Phikon_v2,FedAvg,TCGA-BRCA_AQ,BRCA,9,1.0
adam,Phikon_v2,FedAvg,TCGA-BRCA_AR,BRCA,58,1.0
adam,Phikon_v2,FedAvg,TCGA-COAD_AY,COAD,10,1.0
adam,Phikon_v2,FedAvg,TCGA-COAD_AZ,COAD,26,0.8400000000000001
adam,Phikon_v2,FedAvg,TCGA-BRCA_B6,BRCA,68,1.0
adam,Phikon_v2,FedAvg,TCGA-HNSC_BA,HNSC,21,0.8571428571428571
adam,Phikon_v2,FedAvg,TCGA-HNSC_BB,HNSC,14,0.7200000000000001
adam,Phikon_v2,FedAvg,TCGA-SKCM_BF,SKCM,13,0.6
adam,Phikon_v2,FedAvg,TCGA-BRCA_BH,BRCA,160,1.0
adam,Phikon_v2,FedAvg,TCGA-STAD_BR,STAD,161,0.6458333333333333
adam,Phikon_v2,FedAvg,TCGA-CESC_C5,CESC,43,0.9846153846153847
adam,Phikon_v2,FedAvg,TCGA-BRCA_C8,BRCA,46,1.0
adam,Phikon_v2,FedAvg,TCGA-COAD_CA,COAD,13,0.6
adam,Phikon_v2,FedAvg,TCGA-STAD_CD,STAD,35,0.8727272727272727
adam,Phikon_v2,FedAvg,TCGA-STAD_CG,STAD,56,0.32222222222222224
adam,Phikon_v2,FedAvg,TCGA-COAD_CK,COAD,15,0.8571428571428571
adam,Phikon_v2,FedAvg,TCGA-COAD_CM,COAD,48,0.9444444444444444
adam,Phikon_v2,FedAvg,TCGA-HNSC_CN,HNSC,42,0.9846153846153847
adam,Phikon_v2,FedAvg,TCGA-HNSC_CQ,HNSC,26,1.0
adam,Phikon_v2,FedAvg,TCGA-LGG_CS,LGG,14,1.0
adam,Phikon_v2,FedAvg,TCGA-HNSC_CV,HNSC,94,0.9357142857142857
adam,Phikon_v2,FedAvg,TCGA-COAD_D5,COAD,37,0.9400000000000001
adam,Phikon_v2,FedAvg,TCGA-HNSC_D6,HNSC,20,0.7
adam,Phikon_v2,FedAvg,TCGA-STAD_D7,STAD,41,0.4
adam,Phikon_v2,FedAvg,TCGA-BRCA_D8,BRCA,59,1.0
adam,Phikon_v2,FedAvg,TCGA-SKCM_D9,SKCM,8,0.3
adam,Phikon_v2,FedAvg,TCGA-SKCM_DA,SKCM,16,0.64
adam,Phikon_v2,FedAvg,TCGA-LGG_DB,LGG,38,1.0
adam,Phikon_v2,FedAvg,TCGA-LGG_DH,LGG,10,1.0
adam,Phikon_v2,FedAvg,TCGA-COAD_DM,COAD,17,0.3
adam,Phikon_v2,FedAvg,TCGA-HNSC_DQ,HNSC,10,0.75
adam,Phikon_v2,FedAvg,TCGA-CESC_DS,CESC,7,0.4666666666666667
adam,Phikon_v2,FedAvg,TCGA-LGG_DU,LGG,60,1.0
adam,Phikon_v2,FedAvg,TCGA-LGG_E1,LGG,15,1.0
adam,Phikon_v2,FedAvg,TCGA-BRCA_E2,BRCA,70,1.0
adam,Phikon_v2,FedAvg,TCGA-BRCA_E9,BRCA,44,1.0
adam,Phikon_v2,FedAvg,TCGA-CESC_EA,CESC,18,0.8
adam,Phikon_v2,FedAvg,TCGA-SKCM_EB,SKCM,32,0.5272727272727273
adam,Phikon_v2,FedAvg,TCGA-SKCM_EE,SKCM,60,0.6842105263157895
adam,Phikon_v2,FedAvg,TCGA-SKCM_ER,SKCM,27,0.475
adam,Phikon_v2,FedAvg,TCGA-BRCA_EW,BRCA,30,1.0
adam,Phikon_v2,FedAvg,TCGA-COAD_F4,COAD,21,0.7
adam,Phikon_v2,FedAvg,TCGA-HNSC_F7,HNSC,9,0.4666666666666666
adam,Phikon_v2,FedAvg,TCGA-PAAD_FB,PAAD,11,0.36
adam,Phikon_v2,FedAvg,TCGA-LGG_FG,LGG,46,1.0
adam,Phikon_v2,FedAvg,TCGA-STAD_FP,STAD,9,0.4666666666666666
adam,Phikon_v2,FedAvg,TCGA-SKCM_FR,SKCM,7,0.26666666666666666
adam,Phikon_v2,FedAvg,TCGA-CESC_FU,CESC,10,0.15
adam,Phikon_v2,FedAvg,TCGA-COAD_G4,COAD,33,0.9384615384615385
adam,Phikon_v2,FedAvg,TCGA-BRCA_GM,BRCA,14,1.0
adam,Phikon_v2,FedAvg,TCGA-SKCM_GN,SKCM,7,0.4
adam,Phikon_v2,FedAvg,TCGA-HNSC_HD,HNSC,10,0.7
adam,Phikon_v2,FedAvg,TCGA-STAD_HF,STAD,7,0.6
adam,Phikon_v2,FedAvg,TCGA-LGG_HT,LGG,207,1.0
adam,Phikon_v2,FedAvg,TCGA-STAD_HU,STAD,26,0.775
adam,Phikon_v2,FedAvg,TCGA-LGG_HW,LGG,10,1.0
adam,Phikon_v2,FedAvg,TCGA-PAAD_HZ,PAAD,21,0.3142857142857143
adam,Phikon_v2,FedAvg,TCGA-PAAD_IB,PAAD,27,0.4222222222222222
adam,Phikon_v2,FedAvg,TCGA-STAD_IN,STAD,13,0.7999999999999999
adam,Phikon_v2,FedAvg,TCGA-HNSC_IQ,HNSC,9,0.8
adam,Phikon_v2,FedAvg,TCGA-BRCA_LL,BRCA,13,1.0
adam,Phikon_v2,FedAvg,TCGA-LUAD_MP,LUAD,13,0.56
adam,Phikon_v2,FedAvg,TCGA-CESC_MY,CESC,7,0.8799999999999999
adam,Phikon_v2,FedAvg,TCGA-BRCA_OL,BRCA,16,1.0
adam,Phikon_v2,FedAvg,TCGA-HNSC_P3,HNSC,10,0.85
adam,Phikon_v2,FedAvg,TCGA-LGG_P5,LGG,9,1.0
adam,Phikon_v2,FedAvg,TCGA-CESC_Q1,CESC,7,0.9333333333333332
adam,Phikon_v2,FedAvg,TCGA-LGG_QH,LGG,14,1.0
adam,Phikon_v2,FedAvg,TCGA-HNSC_QK,HNSC,15,0.8800000000000001
adam,Phikon_v2,FedAvg,TCGA-LGG_R8,LGG,16,1.0
adam,Phikon_v2,FedAvg,TCGA-STAD_RD,STAD,9,0.95
adam,Phikon_v2,FedAvg,TCGA-BRCA_S3,BRCA,7,1.0
adam,Phikon_v2,FedAvg,TCGA-LGG_S9,LGG,33,1.0
adam,Phikon_v2,FedAvg,TCGA-LGG_TM,LGG,17,1.0
adam,Phikon_v2,FedAvg,TCGA-LGG_TQ,LGG,12,1.0
adam,Phikon_v2,FedAvg,TCGA-HNSC_UF,HNSC,12,0.9199999999999999
adam,Phikon_v2,FedAvg,TCGA-LGG_VM,LGG,43,1.0
adam,Phikon_v2,FedAvg,TCGA-STAD_VQ,STAD,46,0.8400000000000001
adam,Phikon_v2,FedAvg,TCGA-CESC_VS,CESC,37,0.9666666666666668
adam,Phikon_v2,FedAvg,TCGA-PAAD_XD,PAAD,4,0.38
adam,Phikon_v2,FedAvg,TCGA-CESC_ZJ,CESC,11,1.0
adam,Phikon_v2,FedBN,TCGA-LUAD_05,LUAD,16,0.0
adam,Phikon_v2,FedBN,TCGA-PAAD_2J,PAAD,11,0.0
